Cluster ID, Latitude, Longitude, Nombre de points
174, 40.773825638888894, -73.9547323888889, 36
345, 40.767213527777784, -73.96239730555556, 36
482, 40.77749544444444, -73.95907558333336, 36
209, 40.770126971428574, -73.98769791428572, 35
59, 40.75470314705882, -73.97154217647058, 34
65, 40.74122626470588, -73.98761285294118, 34
134, 40.74346944117648, -74.00719485294117, 34
90, 40.7469547878788, -73.98135090909092, 33
291, 40.73472787878788, -73.99104912121211, 33
188, 40.78642684375, -73.97220171874997, 32
302, 40.734314499999996, -73.9864064375, 32
438, 40.76724865625, -73.96872834375, 32
222, 40.73665925806451, -73.9888643548387, 31
259, 40.7703683548387, -73.95720125806449, 31
385, 40.74928096774193, -73.97960148387095, 31
398, 40.76841712903226, -73.98496132258063, 31
479, 40.76621861290323, -73.95227222580645, 31
5, 40.78394613333332, -73.97036636666668, 30
142, 40.765120333333336, -73.97487246666668, 30
200, 40.7419453, -74.00451673333333, 30
204, 40.764024299999996, -73.90194536666668, 30
231, 40.774092, -73.87454016666668, 30
425, 40.772987766666674, -73.88530329999999, 30
84, 40.74711320689655, -73.97705462068966, 29
171, 40.73057751724137, -74.00673182758621, 29
260, 40.74114265517241, -73.99775751724137, 29
104, 40.72089257142857, -74.01004924999998, 28
328, 40.739730214285714, -73.97645764285713, 28
335, 40.779640500000006, -73.95043853571428, 28
388, 40.788156464285706, -73.97665974999998, 28
60, 40.77598585185184, -73.94720785185184, 27
64, 40.73739992592593, -74.00044692592591, 27
120, 40.756882777777776, -73.9763405185185, 27
183, 40.753103222222215, -73.99648885185185, 27
34, 40.72573923076924, -74.00391796153846, 26
35, 40.77601357692308, -73.98724707692307, 26
58, 40.76952546153845, -73.98456061538462, 26
81, 40.733039576923076, -73.99113826923076, 26
122, 40.77024315384615, -73.99101911538462, 26
220, 40.73447069230769, -74.006158, 26
225, 40.78640499999999, -73.95278919230769, 26
307, 40.75129588461539, -74.00656338461539, 26
14, 40.77228076, -73.94976023999999, 25
27, 40.769477720000005, -73.95473916, 25
74, 40.76546475999999, -73.95769336000001, 25
111, 40.779676560000006, -73.97710492, 25
119, 40.74289896, -73.980209, 25
125, 40.77912284, -73.95384987999999, 25
126, 40.77765176, -73.95482863999999, 25
206, 40.78918248, -73.95266464, 25
320, 40.73248676000001, -74.00042491999997, 25
444, 40.74080224000001, -74.00522868000002, 25
478, 40.77953568, -73.98461099999999, 25
16, 40.760568375, -73.96123729166666, 24
144, 40.78296866666666, -73.95297024999998, 24
176, 40.786134749999995, -73.97824195833331, 24
327, 40.80509170833333, -73.96606408333334, 24
334, 40.78107933333333, -73.96065574999999, 24
393, 40.77175391666667, -73.95615320833332, 24
403, 40.782778416666666, -73.95731058333332, 24
547, 40.74110379166667, -73.97853695833335, 24
11, 40.74806252173913, -73.98057404347824, 23
26, 40.74802826086957, -74.00377573913043, 23
62, 40.76009982608696, -73.99507699999998, 23
73, 40.78724608695653, -73.97904982608694, 23
271, 40.772219739130435, -73.94672826086956, 23
309, 40.738515913043486, -74.00815191304346, 23
322, 40.71137404347826, -74.01058247826087, 23
421, 40.77756917391305, -73.963276, 23
219, 40.77257231818182, -73.95853027272727, 22
224, 40.763588181818186, -73.96207345454545, 22
232, 40.77005472727273, -73.96668154545453, 22
242, 40.76643713636364, -73.9600560909091, 22
363, 40.73731427272727, -73.99008986363634, 22
394, 40.734052590909094, -73.99265618181818, 22
456, 40.74251731818182, -73.99671168181816, 22
542, 40.73870477272728, -73.9833115, 22
19, 40.74450938095238, -73.98720771428569, 21
116, 40.75758580952382, -73.96339276190477, 21
158, 40.73254942857143, -73.99612328571429, 21
235, 40.75555257142857, -73.9649459047619, 21
316, 40.774074428571424, -73.87295019047619, 21
323, 40.73728023809523, -73.984255, 21
397, 40.76690709523809, -73.979242, 21
402, 40.76760195238095, -73.964191, 21
453, 40.64535338095238, -73.77667533333333, 21
136, 40.75328774999999, -73.9850567, 20
150, 40.7742524, -73.94836529999999, 20
161, 40.707356299999994, -74.00416325, 20
221, 40.76001775, -73.9678314, 20
247, 40.75085795, -74.00558685, 20
276, 40.739723250000004, -73.98246295000001, 20
333, 40.79100045, -73.97443839999998, 20
404, 40.77042685000001, -73.98201675000001, 20
472, 40.767981750000004, -73.98354570000001, 20
23, 40.784146473684224, -73.95012284210524, 19
92, 40.72539068421052, -73.99669305263156, 19
201, 40.75459136842105, -73.96872589473683, 19
203, 40.75631310526315, -73.9673442105263, 19
290, 40.7531672631579, -73.96662763157893, 19
292, 40.79173236842105, -73.95293068421054, 19
349, 40.77177578947368, -73.9591122631579, 19
430, 40.780854157894744, -73.97994052631579, 19
474, 40.74749673684211, -73.97374389473683, 19
61, 40.773167888888885, -73.94599483333333, 18
70, 40.78977966666667, -73.97528961111112, 18
91, 40.732387888888894, -73.99009005555556, 18
106, 40.7566825, -73.96413533333333, 18
127, 40.75448472222221, -73.99917305555554, 18
155, 40.75946616666667, -73.83030822222223, 18
218, 40.78935794444445, -73.95471133333334, 18
253, 40.73850888888889, -74.00377622222221, 18
256, 40.75828655555556, -73.99270572222223, 18
355, 40.73736394444444, -73.99688222222221, 18
374, 40.74438555555556, -73.98089805555554, 18
387, 40.732056555555566, -73.98503177777778, 18
442, 40.731620500000005, -73.98832166666666, 18
443, 40.77104072222223, -73.95966961111111, 18
33, 40.78648317647059, -73.96849217647058, 17
36, 40.762928941176476, -73.98561711764705, 17
37, 40.73690805882352, -73.98154788235293, 17
77, 40.7772934117647, -73.97870747058823, 17
165, 40.77781935294119, -73.95177088235293, 17
167, 40.713579352941174, -74.0088741764706, 17
207, 40.75295311764706, -73.98729147058825, 17
216, 40.79688758823529, -73.97012723529413, 17
310, 40.78076970588234, -73.97276823529411, 17
325, 40.77763435294118, -73.9568304117647, 17
401, 40.7901535882353, -73.9658281764706, 17
412, 40.74408370588236, -73.97934629411763, 17
422, 40.78215958823529, -73.97171241176471, 17
498, 40.755997294117655, -73.99797917647061, 17
45, 40.7838675625, -73.9777658125, 16
46, 40.787090062500006, -73.9541284375, 16
50, 40.7447894375, -73.975906375, 16
133, 40.785624875, -73.9801255625, 16
137, 40.730448375, -73.98050762499999, 16
169, 40.794677625, -73.97181624999999, 16
283, 40.766560062500005, -73.98678556250002, 16
351, 40.784631999999995, -73.9560465625, 16
410, 40.753038562499995, -73.96981987499998, 16
468, 40.808103562499994, -73.96388606250001, 16
471, 40.729985125000006, -73.9911925, 16
481, 40.763340812500005, -73.96518075, 16
535, 40.740470125, -73.99631356249999, 16
22, 40.7218786, -73.99972506666667, 15
38, 40.7461484, -73.97952099999999, 15
100, 40.77064813333333, -73.9683004, 15
108, 40.787784333333335, -73.95570399999998, 15
147, 40.742123600000006, -73.99079499999999, 15
210, 40.73531106666666, -73.97969533333331, 15
234, 40.74387453333333, -73.98775333333333, 15
239, 40.733632733333344, -74.002773, 15
261, 40.73411686666667, -73.98050513333334, 15
268, 40.78529533333333, -73.96963580000002, 15
273, 40.7330746, -73.99351999999999, 15
288, 40.715911, -74.00719926666666, 15
306, 40.7810786, -73.95438940000001, 15
332, 40.7446946, -73.99109866666666, 15
358, 40.758248333333334, -73.96283866666666, 15
368, 40.776088, -73.95306213333332, 15
378, 40.78624573333333, -73.97966293333333, 15
463, 40.7484774, -73.97287899999999, 15
487, 40.70613786666667, -74.00590253333336, 15
507, 40.76287393333333, -73.98933053333333, 15
543, 40.74535006666667, -73.97837553333335, 15
32, 40.77336757142857, -73.97810257142858, 14
76, 40.768431642857145, -73.96787142857143, 14
117, 40.76649735714285, -73.97830107142856, 14
118, 40.72670692857143, -73.99553564285715, 14
123, 40.723866428571434, -74.00043814285713, 14
186, 40.745668571428574, -74.00565257142857, 14
199, 40.76159914285714, -73.98390171428572, 14
240, 40.76599657142857, -73.9675455, 14
245, 40.743522285714285, -73.999734, 14
377, 40.72417007142857, -73.9975807142857, 14
434, 40.75442757142857, -73.96572978571429, 14
441, 40.741347071428564, -73.99362257142857, 14
464, 40.72786514285715, -73.99104557142857, 14
465, 40.737524285714294, -74.0048425, 14
494, 40.71580414285713, -74.00480871428572, 14
495, 40.76757357142857, -73.98084621428572, 14
24, 40.74587169230769, -73.98629569230769, 13
39, 40.746172384615384, -73.99787346153846, 13
47, 40.76021930769231, -73.9913183076923, 13
87, 40.787897615384615, -73.96748107692308, 13
89, 40.797955384615385, -73.9693213076923, 13
129, 40.766018692307696, -73.97688053846154, 13
172, 40.749777615384616, -73.97220907692306, 13
178, 40.785848615384616, -73.97628369230769, 13
181, 40.788765, -73.96681492307691, 13
198, 40.7162663076923, -74.00134407692308, 13
297, 40.75388376923077, -73.99964246153846, 13
298, 40.72019269230769, -74.00519961538461, 13
311, 40.76386761538461, -73.98483461538461, 13
391, 40.75500061538461, -73.97335523076922, 13
407, 40.71520053846154, -74.00196415384616, 13
485, 40.745300769230774, -73.99845823076924, 13
584, 40.72784153846154, -73.98519161538462, 13
623, 40.64144715384615, -73.78833607692306, 13
30, 40.72585408333333, -74.00760391666665, 12
53, 40.804041999999995, -73.96674349999999, 12
138, 40.793895666666664, -73.97041649999998, 12
143, 40.75563483333334, -73.98263050000001, 12
170, 40.76217333333333, -73.96312375000001, 12
173, 40.74197308333333, -73.98084483333332, 12
279, 40.72862058333333, -74.00274399999999, 12
284, 40.774299666666664, -73.9513995, 12
286, 40.748403333333336, -73.978122, 12
305, 40.76503425, -73.96127575, 12
317, 40.72139583333334, -73.84432458333335, 12
400, 40.790740416666665, -73.95365599999998, 12
420, 40.74963758333333, -74.00286824999999, 12
428, 40.792014083333335, -73.97372658333332, 12
452, 40.76859691666667, -73.98734408333333, 12
460, 40.76052083333334, -74.00282825000001, 12
473, 40.776304333333336, -73.95582608333332, 12
492, 40.759152, -73.99224833333334, 12
521, 40.765403583333345, -73.96564525, 12
523, 40.761879666666665, -73.99386725000001, 12
541, 40.71899308333333, -74.00880416666668, 12
72, 40.79277281818181, -73.967646, 11
78, 40.79157954545454, -73.96857681818182, 11
83, 40.77550790909092, -73.97646536363636, 11
94, 40.769045363636366, -73.98856563636363, 11
103, 40.718967090909096, -74.0050609090909, 11
107, 40.76846981818182, -73.96581809090908, 11
128, 40.76155054545455, -73.9574929090909, 11
145, 40.782877272727276, -73.95094536363636, 11
148, 40.722277454545456, -73.9972188181818, 11
152, 40.76967981818182, -73.96270772727273, 11
192, 40.786989, -73.95638954545453, 11
202, 40.75690836363636, -73.99363418181817, 11
227, 40.77873363636363, -73.97777345454546, 11
228, 40.73849763636364, -73.99952281818182, 11
270, 40.768407090909086, -73.992788, 11
293, 40.722536999999996, -74.00804109090909, 11
295, 40.77041736363636, -73.96229390909092, 11
296, 40.76793836363636, -73.95670554545454, 11
336, 40.75159263636363, -74.0049289090909, 11
338, 40.78980636363636, -73.973373, 11
373, 40.781927363636356, -73.98293463636364, 11
405, 40.76063836363636, -73.95808854545454, 11
418, 40.72160609090909, -73.9838678181818, 11
449, 40.7365390909091, -73.99732427272727, 11
457, 40.76505718181818, -73.979275, 11
469, 40.781170363636356, -73.94921245454545, 11
504, 40.72291236363637, -73.99856872727274, 11
508, 40.80878836363637, -73.96335390909091, 11
531, 40.717817545454544, -74.00564645454546, 11
563, 40.72689881818182, -74.00333045454546, 11
592, 40.787620545454544, -73.97490399999998, 11
602, 40.778786363636364, -73.9560149090909, 11
650, 40.75605754545455, -73.98714845454545, 11
13, 40.712514199999994, -74.0097556, 10
28, 40.785327200000005, -73.95768849999999, 10
105, 40.7710931, -73.98342290000001, 10
114, 40.7294783, -73.9780618, 10
180, 40.7956519, -73.9710899, 10
194, 40.781039899999996, -73.97616819999999, 10
213, 40.7888727, -73.9778024, 10
226, 40.7839935, -73.9565666, 10
229, 40.7437652, -73.97351889999999, 10
233, 40.744281099999995, -74.0029144, 10
241, 40.6435976, -73.79031499999999, 10
248, 40.7798517, -73.96161690000001, 10
257, 40.767242200000005, -73.9708167, 10
285, 40.7344187, -73.9833641, 10
326, 40.783032999999996, -73.97841550000001, 10
342, 40.7735184, -73.9578159, 10
352, 40.7793599, -73.98786659999999, 10
357, 40.76474449999999, -73.9843042, 10
362, 40.7188937, -73.9880143, 10
366, 40.7250941, -73.9953426, 10
370, 40.7201256, -74.00861009999998, 10
406, 40.7437721, -73.98898980000001, 10
417, 40.7321922, -73.99437709999998, 10
423, 40.7751981, -73.94765029999999, 10
427, 40.7932143, -73.97283139999999, 10
435, 40.755743800000005, -73.99454559999998, 10
439, 40.76606579999999, -73.9694733, 10
483, 40.7608585, -73.9944672, 10
512, 40.8014321, -73.9679763, 10
518, 40.7611018, -73.9833616, 10
540, 40.748067500000005, -74.0051729, 10
550, 40.78395389999999, -73.95234339999999, 10
553, 40.7357902, -73.9854374, 10
579, 40.739786699999996, -74.0062096, 10
597, 40.72331079999999, -74.0049277, 10
607, 40.76396229999999, -73.9646703, 10
79, 40.75633922222222, -73.96135611111112, 9
98, 40.762003888888884, -74.000765, 9
132, 40.759601555555555, -73.97810888888888, 9
159, 40.75122244444444, -73.96802555555556, 9
185, 40.77252300000001, -73.97872011111112, 9
187, 40.717744777777774, -74.00890622222222, 9
208, 40.79210433333334, -73.97549066666664, 9
251, 40.702982444444444, -74.01124244444445, 9
265, 40.72583155555556, -74.00102188888889, 9
294, 40.718002444444444, -73.99989677777779, 9
313, 40.80219522222223, -73.96799022222221, 9
315, 40.72856111111111, -74.00531755555556, 9
330, 40.75545766666667, -73.96810388888889, 9
331, 40.778378, -73.98548744444444, 9
340, 40.78500366666666, -73.97324266666666, 9
343, 40.75959777777778, -73.96190022222221, 9
344, 40.73630711111111, -73.9849801111111, 9
347, 40.73345211111111, -73.98789244444444, 9
353, 40.78595244444444, -73.95100544444443, 9
360, 40.736248333333336, -73.9790422222222, 9
379, 40.70542333333333, -74.01712944444444, 9
386, 40.767972111111106, -73.95304666666667, 9
390, 40.777080000000005, -73.95224688888888, 9
409, 40.77532933333333, -73.964944, 9
413, 40.71738611111111, -73.99113888888888, 9
429, 40.76552955555556, -73.98203355555556, 9
437, 40.766695777777784, -73.96696755555556, 9
446, 40.74062466666666, -73.98935622222221, 9
458, 40.81049055555555, -73.96221188888889, 9
503, 40.77780533333333, -73.97480822222221, 9
519, 40.77078322222222, -73.98095488888887, 9
522, 40.73314288888889, -74.00633011111111, 9
525, 40.77084266666666, -73.94766422222222, 9
537, 40.77545977777778, -73.98022622222223, 9
539, 40.74643711111111, -74.00149744444444, 9
555, 40.769239999999996, -73.96728555555555, 9
562, 40.739140666666664, -73.97991866666665, 9
564, 40.70514166666666, -74.00764544444442, 9
566, 40.76443577777778, -73.98829099999999, 9
577, 40.77626522222223, -73.95996355555553, 9
583, 40.754442222222224, -73.9866781111111, 9
596, 40.75900322222222, -73.97858044444443, 9
601, 40.764693, -73.9918071111111, 9
610, 40.74229677777777, -73.98263099999998, 9
611, 40.77643811111111, -73.94842355555555, 9
613, 40.74868122222222, -73.99594011111111, 9
634, 40.71046511111111, -74.01115800000001, 9
652, 40.73616466666667, -73.99374611111112, 9
66, 40.644773125, -73.781882375, 8
69, 40.76787225, -73.966349, 8
80, 40.777075125, -73.94632, 8
196, 40.782186124999996, -73.959947, 8
211, 40.767261375, -73.954819375, 8
214, 40.734706, -73.99452125000002, 8
236, 40.765642625, -73.96089774999999, 8
249, 40.71669537499999, -73.99573149999999, 8
275, 40.74538700000001, -73.99091875, 8
280, 40.774771875000006, -73.98807787499999, 8
318, 40.77360575, -73.95579724999999, 8
324, 40.7238415, -73.9963715, 8
339, 40.727634875, -74.00309862499999, 8
359, 40.756962375, -73.984138875, 8
361, 40.76200475, -73.96032249999998, 8
367, 40.787847125, -73.975622, 8
372, 40.733479249999995, -73.98985712499999, 8
380, 40.7766335, -73.977175125, 8
389, 40.643708375, -73.78986437500001, 8
395, 40.723583375000004, -74.00612399999999, 8
399, 40.726436625, -73.99424925, 8
408, 40.75164425, -73.99206075, 8
450, 40.775470874999996, -73.95038999999998, 8
475, 40.727933750000005, -73.99303149999999, 8
489, 40.702394999999996, -74.012719875, 8
493, 40.767469999999996, -73.959249, 8
496, 40.790129125, -73.97685925, 8
499, 40.773720374999996, -73.951706, 8
509, 40.777422125, -73.98622125, 8
514, 40.723397125, -73.988376125, 8
528, 40.745205375, -73.98071825, 8
529, 40.730341124999995, -73.98636912499998, 8
530, 40.781415625, -73.95848137499999, 8
533, 40.776058125, -73.97987374999998, 8
571, 40.710442625000006, -74.00971937499999, 8
572, 40.735748375, -74.00594612499998, 8
590, 40.77332575, -73.9490275, 8
595, 40.781909875000004, -73.95378099999999, 8
608, 40.72984375, -74.00215474999999, 8
612, 40.754187124999994, -73.9748645, 8
616, 40.7433955, -73.99597812500001, 8
617, 40.749871625, -73.976845625, 8
646, 40.739455125000006, -73.98760425, 8
653, 40.766497625, -73.99416612499999, 8
663, 40.721019125, -73.99775487499998, 8
44, 40.767179285714285, -73.96653414285716, 7
56, 40.73544085714286, -73.98275442857143, 7
85, 40.63969314285715, -73.78592414285713, 7
102, 40.77420585714286, -73.94547385714284, 7
131, 40.76051928571428, -73.98205685714285, 7
135, 40.780498571428566, -73.98394557142858, 7
146, 40.73107857142857, -74.00812414285714, 7
193, 40.74220114285715, -73.9777807142857, 7
195, 40.739069571428566, -74.00295414285713, 7
197, 40.801662428571426, -73.96854128571428, 7
212, 40.78506757142857, -73.98052428571428, 7
230, 40.79400957142858, -73.97218857142856, 7
243, 40.77040942857143, -73.96014814285715, 7
246, 40.779904428571434, -73.98072557142856, 7
255, 40.78071571428571, -73.94646114285715, 7
258, 40.733085714285714, -74.00738114285711, 7
262, 40.769719142857134, -73.96902642857141, 7
263, 40.77179828571428, -73.97914557142856, 7
274, 40.76733828571429, -73.98619914285713, 7
277, 40.75728542857142, -73.96668914285715, 7
287, 40.781851714285715, -73.97559028571426, 7
289, 40.747794285714285, -73.996658, 7
308, 40.723381857142854, -74.00783499999999, 7
329, 40.70327742857143, -74.00985942857142, 7
350, 40.748363857142856, -73.97472685714285, 7
354, 40.755557857142854, -73.98159342857141, 7
365, 40.76550471428572, -73.97608028571429, 7
369, 40.72760828571428, -74.00131042857143, 7
375, 40.77287271428571, -73.98951314285715, 7
376, 40.761017428571435, -73.99056057142856, 7
383, 40.76898885714286, -73.96318742857143, 7
384, 40.73866642857143, -73.9852427142857, 7
411, 40.73314714285714, -73.97553214285713, 7
414, 40.72073485714286, -74.00055042857142, 7
416, 40.70938285714286, -74.014886, 7
445, 40.74464342857142, -74.00641514285714, 7
447, 40.790662, -73.97650871428571, 7
454, 40.76459585714286, -73.97844328571429, 7
461, 40.78795928571429, -73.95392799999999, 7
470, 40.76757, -73.98958414285714, 7
477, 40.793389857142856, -73.96713857142856, 7
480, 40.754646428571434, -73.99524828571428, 7
486, 40.75079885714286, -73.99827585714286, 7
491, 40.728881, -73.98432357142856, 7
500, 40.64682999999999, -73.789903, 7
505, 40.775219142857146, -73.95365585714285, 7
510, 40.78197242857143, -73.95784271428569, 7
532, 40.74130628571429, -74.00622014285715, 7
538, 40.79780085714286, -73.97118242857142, 7
545, 40.74450714285714, -73.97508499999999, 7
551, 40.76280585714286, -73.99315, 7
558, 40.735252714285714, -73.98574314285715, 7
559, 40.74908971428572, -73.97220785714285, 7
560, 40.78845128571429, -73.955186, 7
569, 40.76106142857144, -73.97214442857141, 7
574, 40.72384685714285, -73.99120728571428, 7
580, 40.72587471428572, -73.99470942857144, 7
581, 40.72887985714285, -73.99228042857143, 7
588, 40.71440328571429, -74.00848057142856, 7
589, 40.76536085714285, -73.98388985714284, 7
604, 40.761372, -73.98158371428572, 7
606, 40.72721685714286, -73.99348742857144, 7
609, 40.73045528571429, -73.98917185714286, 7
620, 40.72567457142856, -73.983823, 7
626, 40.738176, -74.00560999999998, 7
639, 40.73322628571429, -73.98118042857142, 7
643, 40.70762071428571, -74.01181571428572, 7
644, 40.71156685714285, -74.00827328571427, 7
676, 40.764617428571434, -73.97185771428572, 7
12, 40.7777115, -73.98877399999999, 6
48, 40.72523933333333, -73.987055, 6
109, 40.725043, -73.95811399999998, 6
163, 40.70912316666667, -74.01076400000001, 6
175, 40.74283616666667, -73.97723666666667, 6
177, 40.70555266666667, -74.00723916666666, 6
184, 40.732657333333336, -73.987729, 6
215, 40.74705216666667, -74.0046385, 6
250, 40.7859025, -73.97091316666665, 6
264, 40.77018833333333, -73.98034666666666, 6
267, 40.74932566666667, -73.972774, 6
272, 40.763857333333334, -73.979011, 6
278, 40.75898133333334, -73.9820405, 6
281, 40.798465666666665, -73.970913, 6
299, 40.784569833333336, -73.98087949999999, 6
304, 40.740668666666664, -73.98168583333333, 6
314, 40.70146383333333, -74.012339, 6
337, 40.7224385, -73.98715466666667, 6
364, 40.744949166666665, -73.99769766666667, 6
371, 40.77724133333333, -73.9826365, 6
392, 40.732112666666666, -74.00745216666667, 6
415, 40.7644325, -73.96356833333333, 6
431, 40.76410333333334, -73.98261683333332, 6
432, 40.74427433333333, -73.97646733333333, 6
433, 40.7337285, -73.9519105, 6
436, 40.74290616666667, -74.00024199999999, 6
440, 40.73456483333334, -73.98821383333332, 6
451, 40.768015999999996, -73.95886583333332, 6
467, 40.724845, -73.99925216666666, 6
476, 40.71597333333333, -74.0151485, 6
484, 40.79142683333333, -73.96490216666668, 6
488, 40.77874433333333, -73.947756, 6
490, 40.74140016666667, -73.98330366666666, 6
497, 40.8017175, -73.96480433333333, 6
501, 40.7616545, -73.98113916666667, 6
502, 40.73550183333334, -74.008404, 6
515, 40.771739833333335, -73.98655766666667, 6
516, 40.765828666666664, -73.99095116666666, 6
520, 40.724326500000004, -73.98482233333334, 6
527, 40.72498616666667, -73.98433533333333, 6
536, 40.7529445, -73.97419966666666, 6
544, 40.782852166666665, -73.97105283333333, 6
552, 40.788165166666666, -73.97833016666665, 6
554, 40.7385355, -73.99586316666667, 6
556, 40.71718666666667, -74.01429483333332, 6
557, 40.707902499999996, -74.00819766666667, 6
561, 40.75357733333333, -73.96941466666665, 6
565, 40.77608933333334, -73.976302, 6
576, 40.72400366666667, -73.9786905, 6
586, 40.782338, -73.97887216666668, 6
587, 40.79424383333333, -73.97390283333333, 6
593, 40.78424583333333, -73.94717049999998, 6
599, 40.728903833333334, -73.99031633333333, 6
605, 40.750498, -73.96857399999999, 6
614, 40.806869166666665, -73.96094783333332, 6
615, 40.72507566666667, -73.98123083333333, 6
619, 40.794202500000004, -73.96299583333332, 6
621, 40.75405283333333, -73.99580966666666, 6
625, 40.778141999999995, -73.96065, 6
628, 40.777086999999995, -73.98901966666666, 6
630, 40.72162083333333, -73.98904699999999, 6
632, 40.766595833333334, -73.9650875, 6
633, 40.76841016666666, -73.96158433333332, 6
637, 40.73546083333333, -74.00178566666666, 6
638, 40.766544, -73.97135266666668, 6
654, 40.7285405, -73.98755116666666, 6
656, 40.79129233333333, -73.97596766666665, 6
657, 40.724567666666665, -73.98736566666666, 6
660, 40.73790066666666, -73.98090816666667, 6
664, 40.747053333333334, -74.00078433333333, 6
672, 40.709034, -74.00846916666666, 6
681, 40.75936316666667, -73.99577416666666, 6
699, 40.79964366666667, -73.96988449999999, 6
18, 40.776074400000006, -73.96438019999998, 5
41, 40.788845200000004, -73.9760654, 5
75, 40.7748648, -73.98441199999998, 5
151, 40.8150276, -73.95894619999999, 5
153, 40.732612, -74.0086982, 5
217, 40.783384, -73.9590686, 5
237, 40.7623196, -73.9570666, 5
244, 40.7043592, -74.00853479999999, 5
254, 40.713094000000005, -74.0039544, 5
266, 40.7111168, -74.00875820000002, 5
282, 40.731314600000005, -73.9741136, 5
300, 40.7273162, -74.0055758, 5
301, 40.7501872, -73.9925024, 5
303, 40.759698, -73.96596139999998, 5
312, 40.7564288, -73.9865534, 5
341, 40.780304799999996, -73.9613942, 5
346, 40.7777852, -73.9798988, 5
381, 40.758553600000006, -73.97184259999999, 5
382, 40.7779476, -73.97831419999999, 5
396, 40.726504000000006, -73.9992822, 5
419, 40.7658926, -73.9263096, 5
424, 40.7720228, -73.9673018, 5
426, 40.7443764, -73.98878539999998, 5
448, 40.793257000000004, -73.9746546, 5
455, 40.7431642, -73.9739964, 5
459, 40.7566636, -73.97701620000001, 5
462, 40.776816999999994, -73.957482, 5
466, 40.73698280000001, -74.0053872, 5
506, 40.79269480000001, -73.97496179999999, 5
511, 40.7813244, -73.94622379999998, 5
513, 40.7607752, -73.998369, 5
517, 40.774361, -73.98485159999998, 5
524, 40.7855378, -73.972819, 5
526, 40.7385388, -73.98029359999998, 5
