label, Latitude, Longitude
3, 40.750473, -73.987295
3, 40.75068, -73.98747199999998
3, 40.750506, -73.98743
3, 40.750615, -73.987412
3, 40.750602, -73.98711
3, 40.750574, -73.987187
3, 40.75056, -73.987155
3, 40.75025, -73.98739999999998
3, 40.750613, -73.987493
3, 40.750304, -73.987378
3, 40.75061, -73.98714699999998
3, 40.750358, -73.98708499999998
3, 40.7507, -73.987177
3, 40.750365, -73.987572
3, 40.750382, -73.98746
3, 40.750435, -73.987598
3, 40.750502, -73.987668
3, 40.750888, -73.987295
3, 40.750778, -73.987707
3, 40.750807, -73.987413
3, 40.750537, -73.987598
3, 40.750815, -73.98699
3, 40.750719, -73.98701099999998
3, 40.750444, -73.986959
3, 40.750149, -73.987465
3, 40.750168, -73.98753499999998
3, 40.75065, -73.98778799999998
3, 40.750189, -73.98706
3, 40.750381, -73.987706
3, 40.750438, -73.987862
3, 40.75058, -73.98786699999998
3, 40.750366, -73.987904
3, 40.751063, -73.98735499999998
3, 40.751009, -73.98717399999998
3, 40.751053, -73.987413
3, 40.750995, -73.987857
3, 40.750999, -73.986796
3, 40.750747, -73.986745
3, 40.750683, -73.986818
3, 40.749853, -73.98750699999998
3, 40.749953, -73.987566
3, 40.749917, -73.9876
3, 40.750735, -73.98805199999998
3, 40.750437, -73.988093
3, 40.75012, -73.988057
3, 40.75131, -73.98753
3, 40.75124, -73.98679799999998
3, 40.751202, -73.986796
3, 40.751216, -73.98692599999998
3, 40.750827, -73.98649399999998
3, 40.749648, -73.98765299999998
3, 40.749842, -73.98782699999998
3, 40.749822, -73.987852
3, 40.751486, -73.986749
3, 40.751355, -73.98686499999998
3, 40.749521, -73.98763499999998
3, 40.749467, -73.987582
3, 40.749534, -73.987886
3, 40.74979, -73.98812499999998
3, 40.751778, -73.98668499999998
3, 40.751528, -73.98646999999998
3, 40.751706, -73.98667399999998
3, 40.751427, -73.98649
3, 40.749576, -73.98804199999998
3, 40.750078, -73.988207
3, 40.749824, -73.98833899999998
3, 40.749792, -73.988223
3, 40.751845, -73.986537
3, 40.751852, -73.98640399999998
3, 40.751718, -73.986402
3, 40.751688, -73.986277
3, 40.75155, -73.98634199999998
3, 40.751472, -73.986385
3, 40.751265, -73.986317
3, 40.749302, -73.988077
3, 40.749993, -73.988487
3, 40.751846, -73.98630799999998
3, 40.751759, -73.986193
3, 40.751817, -73.98611699999998
3, 40.751908, -73.98609999999998
3, 40.751588, -73.986112
3, 40.749095, -73.988262
3, 40.749175, -73.98792799999998
3, 40.749175, -73.98824
3, 40.749189, -73.988256
3, 40.752105, -73.98618
3, 40.752027, -73.985971
3, 40.752155, -73.986135
3, 40.748988, -73.98850299999998
3, 40.748967, -73.98833299999998
3, 40.748955, -73.98813199999998
3, 40.748816, -73.98823299999998
3, 40.748936, -73.988034
3, 40.748887, -73.988265
3, 40.748945, -73.98815999999998
3, 40.749087, -73.988314
3, 40.748966, -73.98804199999998
3, 40.748944, -73.988456
3, 40.748992, -73.988335
3, 40.748938, -73.98789499999998
3, 40.752271, -73.98621199999998
3, 40.75225, -73.986165
3, 40.752213, -73.986098
3, 40.75226, -73.985783
3, 40.752202, -73.98582
3, 40.752178, -73.985853
3, 40.752395, -73.985955
3, 40.74878, -73.988332
3, 40.748863, -73.98869899999998
3, 40.748705, -73.988483
3, 40.748948, -73.988567
3, 40.748737, -73.98797999999998
3, 40.748672, -73.988445
3, 40.748877, -73.987837
3, 40.748712, -73.988635
3, 40.748668, -73.98851899999998
3, 40.748722, -73.98865499999998
3, 40.748934, -73.987706
3, 40.752441, -73.985827
3, 40.752534, -73.98583399999998
3, 40.75245, -73.985765
3, 40.752205, -73.985658
3, 40.752483, -73.985887
3, 40.752317, -73.985697
3, 40.752562, -73.98576199999998
3, 40.748637, -73.98850299999998
3, 40.748547, -73.988427
3, 40.748485, -73.98842
3, 40.748529, -73.988622
3, 40.748387, -73.988437
3, 40.748435, -73.988645
3, 40.748477, -73.988685
3, 40.752575, -73.985647
3, 40.752793, -73.985782
3, 40.752413, -73.985511
3, 40.748367, -73.98846399999998
3, 40.748349, -73.988545
3, 40.748333, -73.98858099999998
3, 40.748316, -73.988409
3, 40.748453, -73.988826
3, 40.74837, -73.988741
3, 40.748132, -73.988298
3, 40.748165, -73.98850299999998
3, 40.748168, -73.988685
3, 40.752585, -73.985353
3, 40.752942, -73.98557499999998
3, 40.752827, -73.985932
3, 40.753032, -73.985938
3, 40.748335, -73.98895299999998
3, 40.748355, -73.98904799999998
3, 40.748542, -73.98908799999998
3, 40.747995, -73.988504
3, 40.747994, -73.988174
3, 40.747975, -73.988669
3, 40.747965, -73.98870499999998
3, 40.748032, -73.98889699999998
3, 40.748136, -73.98894
3, 40.748096, -73.988929
3, 40.752955, -73.986085
3, 40.753058, -73.98599799999998
3, 40.753208, -73.986002
3, 40.748206, -73.989182
3, 40.748126, -73.98903
3, 40.748492, -73.989158
3, 40.748452, -73.989143
3, 40.748096, -73.989034
3, 40.748317, -73.98927299999998
3, 40.748615, -73.989289
3, 40.747772, -73.98838
3, 40.747831, -73.988433
3, 40.747841, -73.98808699999998
3, 40.748023, -73.987961
3, 40.747784, -73.98807999999998
3, 40.747808, -73.988135
3, 40.747762, -73.988855
3, 40.747814, -73.988883
3, 40.747918, -73.989153
3, 40.748038, -73.98912799999998
3, 40.747913, -73.989112
3, 40.753464, -73.985966
3, 40.748, -73.989385
3, 40.747578, -73.988245
3, 40.747527, -73.98824299999998
3, 40.747646, -73.98821499999998
3, 40.747682, -73.987937
3, 40.747778, -73.989143
3, 40.747612, -73.98896499999998
3, 40.747628, -73.989075
3, 40.747782, -73.98940799999998
3, 40.747831, -73.989304
3, 40.747768, -73.989348
3, 40.747685, -73.989208
3, 40.753593, -73.98603799999998
3, 40.753528, -73.985933
3, 40.753555, -73.98618999999998
3, 40.753489, -73.986226
3, 40.747279, -73.98823299999998
3, 40.747621, -73.98937499999998
3, 40.74764, -73.98946599999998
3, 40.747426, -73.989354
3, 40.753378, -73.986343
3, 40.747393, -73.989627
3, 40.747242, -73.989528
3, 40.74724, -73.98984699999998
