label, Latitude, Longitude
7, 40.750127, -73.99155
7, 40.750086, -73.991316
7, 40.749971, -73.991523
7, 40.749988, -73.991652
7, 40.749996, -73.99145799999998
7, 40.750134, -73.99154299999998
7, 40.749956, -73.991444
7, 40.74992, -73.991528
7, 40.750327, -73.991352
7, 40.750071, -73.991461
7, 40.749946, -73.991697
7, 40.75009, -73.991702
7, 40.749883, -73.991703
7, 40.750168, -73.99127799999998
7, 40.750059, -73.991371
7, 40.750009, -73.991403
7, 40.750039, -73.99140099999998
7, 40.750258, -73.99130499999998
7, 40.750002, -73.991467
7, 40.75005, -73.99132199999998
7, 40.750212, -73.991381
7, 40.750221, -73.991411
7, 40.749987, -73.991732
7, 40.749985, -73.991488
7, 40.750069, -73.991348
7, 40.750153, -73.991656
7, 40.74997, -73.991388
7, 40.749875, -73.99152499999998
7, 40.750038, -73.99155899999998
7, 40.750115, -73.991433
7, 40.750155, -73.991285
7, 40.750157, -73.99136
7, 40.750103, -73.99136699999998
7, 40.74984, -73.991473
7, 40.750015, -73.99146899999998
7, 40.749908, -73.99171099999998
7, 40.749924, -73.991376
7, 40.749983, -73.99145199999998
7, 40.75002, -73.991338
7, 40.750055, -73.991327
7, 40.750052, -73.991461
7, 40.750075, -73.991352
7, 40.75007, -73.99149
7, 40.7501, -73.991336
7, 40.749847, -73.99159299999998
7, 40.750022, -73.99129499999998
7, 40.750092, -73.991399
7, 40.749869, -73.9916
7, 40.749889, -73.99151899999998
7, 40.749968, -73.991432
7, 40.750134, -73.99146399999998
7, 40.750007, -73.99133999999998
7, 40.749974, -73.99131099999998
7, 40.75006, -73.99136699999998
7, 40.749926, -73.991539
7, 40.749855, -73.99154299999998
7, 40.749925, -73.99143499999998
7, 40.750055, -73.99129499999998
7, 40.750073, -73.99139599999998
7, 40.750025, -73.991287
7, 40.750205, -73.99136799999998
7, 40.750134, -73.99147499999998
7, 40.749952, -73.991415
7, 40.74992, -73.991675
7, 40.749988, -73.991495
7, 40.750037, -73.99182899999998
7, 40.750252, -73.991281
7, 40.750058, -73.99138999999998
7, 40.750035, -73.991439
7, 40.750028, -73.99143499999998
7, 40.749938, -73.991354
7, 40.750205, -73.991248
7, 40.750295, -73.991254
7, 40.749978, -73.99112499999998
7, 40.750056, -73.991228
7, 40.74987, -73.99132
7, 40.749832, -73.99129999999998
7, 40.750038, -73.99110899999998
7, 40.749866, -73.991299
7, 40.749961, -73.991184
7, 40.749966, -73.991133
7, 40.749883, -73.991307
7, 40.750208, -73.991161
7, 40.7501, -73.991192
7, 40.749835, -73.991242
7, 40.749969, -73.991254
7, 40.750119, -73.99123899999998
7, 40.749949, -73.991254
7, 40.749844, -73.99137799999998
7, 40.74985, -73.991313
7, 40.749912, -73.991275
7, 40.749826, -73.991355
7, 40.749854, -73.991158
7, 40.750029, -73.991196
7, 40.749939, -73.99124399999998
7, 40.749903, -73.991242
7, 40.75011, -73.99110899999998
7, 40.749944, -73.991214
7, 40.750074, -73.99120399999998
7, 40.749985, -73.99123
7, 40.74981, -73.991397
7, 40.74985, -73.99177299999998
7, 40.749783, -73.99137
7, 40.749805, -73.991422
7, 40.749762, -73.991363
7, 40.749812, -73.991515
7, 40.74975, -73.99135699999998
7, 40.749735, -73.991477
7, 40.749775, -73.991372
7, 40.749725, -73.99145699999998
7, 40.749697, -73.991488
7, 40.749725, -73.991489
7, 40.750009, -73.99191
7, 40.749928, -73.991887
7, 40.749747, -73.99132
7, 40.749747, -73.991302
7, 40.749693, -73.991301
7, 40.749659, -73.99148499999998
7, 40.749742, -73.99127199999998
7, 40.749674, -73.991652
7, 40.750545, -73.991365
7, 40.750545, -73.99123299999998
7, 40.750458, -73.99118
7, 40.750393, -73.99124
7, 40.75038, -73.99118
7, 40.750355, -73.99116999999998
7, 40.750497, -73.99141199999998
7, 40.749651, -73.991817
7, 40.749602, -73.991758
7, 40.750368, -73.991028
7, 40.7497, -73.991273
7, 40.74976, -73.991208
7, 40.749583, -73.99146
7, 40.749608, -73.99131
7, 40.749637, -73.991285
7, 40.749747, -73.991152
7, 40.749566, -73.991645
7, 40.749715, -73.99115999999998
7, 40.749993, -73.990993
7, 40.750223, -73.99200299999998
7, 40.749777, -73.99106399999998
7, 40.75012, -73.99088999999998
7, 40.7498, -73.991003
7, 40.749921, -73.99086
7, 40.749775, -73.99102499999998
7, 40.749618, -73.991235
7, 40.749595, -73.991285
7, 40.749593, -73.991268
7, 40.749607, -73.991275
7, 40.749652, -73.99116999999998
7, 40.749668, -73.99113
7, 40.749637, -73.99113699999998
7, 40.749592, -73.99118699999998
7, 40.749543, -73.99133
7, 40.750263, -73.990893
7, 40.749538, -73.99123799999998
7, 40.749637, -73.991022
7, 40.74967, -73.991023
7, 40.750202, -73.99083199999998
7, 40.749515, -73.99147
7, 40.749518, -73.991252
7, 40.749482, -73.991417
7, 40.749472, -73.991325
7, 40.749443, -73.99157499999998
7, 40.749855, -73.99210999999998
7, 40.749508, -73.991163
7, 40.749475, -73.99118699999998
7, 40.74949, -73.991157
7, 40.749467, -73.991183
7, 40.749464, -73.991702
7, 40.749467, -73.99171699999998
7, 40.74949, -73.991757
7, 40.749482, -73.99176
7, 40.750543, -73.991623
7, 40.750687, -73.99111
7, 40.750633, -73.991167
7, 40.750607, -73.991167
7, 40.750792, -73.99128
7, 40.750557, -73.991692
7, 40.74934, -73.99181799999998
7, 40.750336, -73.990808
7, 40.750553, -73.99084
7, 40.749312, -73.99143999999998
7, 40.749433, -73.991068
7, 40.749427, -73.991122
7, 40.749498, -73.991043
7, 40.749407, -73.991112
7, 40.749403, -73.99111999999998
7, 40.749507, -73.990983
7, 40.750288, -73.992087
7, 40.750466, -73.991962
7, 40.749672, -73.990834
7, 40.749443, -73.991004
7, 40.749492, -73.99089999999998
7, 40.749387, -73.991017
7, 40.750378, -73.99064799999998
7, 40.749511, -73.99082799999998
7, 40.74925, -73.99141799999998
7, 40.749282, -73.991512
7, 40.749226, -73.99169999999998
7, 40.749167, -73.991496
7, 40.749227, -73.991735
7, 40.749225, -73.99165999999998
7, 40.74919, -73.991562
7, 40.749315, -73.990914
7, 40.749287, -73.990947
7, 40.749253, -73.99182899999998
7, 40.749291, -73.99186799999998
7, 40.749207, -73.991833
7, 40.749425, -73.992023
7, 40.749373, -73.99203
7, 40.750821, -73.991657
7, 40.750852, -73.99087
7, 40.750932, -73.99147999999998
7, 40.7509, -73.991545
7, 40.751051, -73.991252
7, 40.749112, -73.991873
7, 40.749227, -73.992057
7, 40.749238, -73.99208199999998
7, 40.750495, -73.990683
7, 40.750537, -73.990662
7, 40.750835, -73.990817
7, 40.75084, -73.99076499999998
7, 40.750777, -73.990791
7, 40.750796, -73.99078
7, 40.750699, -73.990673
7, 40.750617, -73.99058499999998
7, 40.750717, -73.990775
7, 40.749123, -73.991465
7, 40.749087, -73.991417
7, 40.749045, -73.991343
7, 40.749042, -73.99133999999998
7, 40.749135, -73.991567
7, 40.749033, -73.991417
7, 40.749226, -73.99087299999998
7, 40.749418, -73.990712
7, 40.749025, -73.991602
7, 40.749043, -73.99194799999998
7, 40.74908, -73.990922
7, 40.748948, -73.991945
7, 40.74896, -73.991968
7, 40.749584, -73.99218399999998
7, 40.750835, -73.990695
7, 40.750988, -73.990864
7, 40.750877, -73.990718
7, 40.750798, -73.990609
7, 40.750905, -73.99069199999998
7, 40.750845, -73.990634
7, 40.751062, -73.990882
7, 40.751008, -73.990897
7, 40.751188, -73.991307
7, 40.751256, -73.991433
7, 40.751273, -73.991163
7, 40.748904, -73.991906
7, 40.748942, -73.992075
7, 40.748964, -73.992199
7, 40.749031, -73.99221699999998
7, 40.749185, -73.992305
7, 40.750859, -73.990476
7, 40.750733, -73.990317
7, 40.75063, -73.990351
7, 40.748828, -73.991397
7, 40.748886, -73.992159
7, 40.748857, -73.99210999999998
7, 40.748795, -73.992112
7, 40.748792, -73.99093499999998
7, 40.749015, -73.99065899999998
7, 40.74874, -73.991997
7, 40.751015, -73.990487
7, 40.751173, -73.99083
7, 40.751134, -73.99061399999998
7, 40.750965, -73.990423
7, 40.751166, -73.99055799999998
7, 40.751273, -73.991023
7, 40.751487, -73.991163
7, 40.748979, -73.99227299999998
7, 40.748997, -73.992525
7, 40.749283, -73.992413
7, 40.751019, -73.990289
7, 40.751063, -73.9903
7, 40.751036, -73.990302
