label, Latitude, Longitude
15, 40.762541, -73.977891
15, 40.762627, -73.978153
15, 40.762454, -73.97783599999998
15, 40.762633, -73.977953
15, 40.762604, -73.978171
15, 40.762575, -73.97819
15, 40.762808, -73.978201
15, 40.762829, -73.978083
15, 40.76275, -73.978187
15, 40.76255, -73.97840499999998
15, 40.762726, -73.978267
15, 40.762802, -73.978125
15, 40.762748, -73.978138
15, 40.762802, -73.978092
15, 40.762495, -73.978441
15, 40.762559, -73.97846
15, 40.763068, -73.978323
15, 40.762798, -73.97851
15, 40.762342, -73.978513
15, 40.762605, -73.978537
15, 40.762448, -73.97851
15, 40.762737, -73.978513
15, 40.762223, -73.978488
15, 40.76211, -73.978543
15, 40.762074, -73.978578
15, 40.762185, -73.978622
15, 40.761982, -73.978638
15, 40.762008, -73.978543
15, 40.762033, -73.978808
15, 40.761938, -73.978582
15, 40.761908, -73.978767
15, 40.762235, -73.97889
15, 40.761791, -73.97880999999998
15, 40.761702, -73.978643
15, 40.761928, -73.97887299999998
15, 40.76173, -73.978628
15, 40.761766, -73.978373
15, 40.761976, -73.978954
15, 40.761847, -73.979042
15, 40.762105, -73.979017
15, 40.76183, -73.978907
15, 40.76178, -73.978865
15, 40.76168, -73.978527
15, 40.761751, -73.97895699999998
15, 40.761758, -73.978941
15, 40.761637, -73.97884899999998
15, 40.761524, -73.978882
15, 40.761563, -73.97896199999998
15, 40.761863, -73.9791
15, 40.76163, -73.97857999999998
15, 40.761487, -73.97870799999998
15, 40.761478, -73.978638
15, 40.761698, -73.978389
15, 40.76144, -73.978757
15, 40.761482, -73.97862
15, 40.761595, -73.978187
15, 40.761632, -73.978342
15, 40.761597, -73.978215
15, 40.761848, -73.97816
15, 40.76179, -73.97918199999998
15, 40.76189, -73.979173
15, 40.761363, -73.978925
15, 40.761393, -73.978885
15, 40.761443, -73.978952
15, 40.761278, -73.978897
15, 40.76128, -73.978415
15, 40.761293, -73.978453
15, 40.761245, -73.978458
15, 40.76142, -73.97815
15, 40.761701, -73.978069
15, 40.761749, -73.97788199999998
15, 40.76202, -73.978071
15, 40.762016, -73.978207
15, 40.761767, -73.979465
15, 40.761277, -73.979162
15, 40.761093, -73.979027
15, 40.761062, -73.97892199999998
15, 40.761227, -73.97821299999998
15, 40.761168, -73.978509
15, 40.761122, -73.978143
15, 40.761161, -73.978038
15, 40.761668, -73.97784199999998
15, 40.761631, -73.97780199999998
15, 40.761679, -73.977658
15, 40.761901, -73.97964299999998
15, 40.761715, -73.97961999999998
15, 40.761782, -73.97954
15, 40.76183, -73.979563
15, 40.761128, -73.979183
15, 40.761327, -73.979448
15, 40.761452, -73.97931099999998
15, 40.761183, -73.979382
15, 40.7614, -73.979347
15, 40.76103, -73.97931
15, 40.76145, -73.979386
15, 40.761466, -73.979377
15, 40.760853, -73.979037
15, 40.76095, -73.979235
15, 40.761013, -73.978021
15, 40.761157, -73.97796599999998
